,count,hate_speech,offensive_language,neither,class,tweet
7350,9,0,1,8,2,@theejustinholt the redskins are doing pretty good this year &#128514;&#128514;
7351,3,0,0,3,2,@theejustinholt trash of the cowboys beat the redskins twice last year &#128517;
7353,3,0,0,3,2,"@thejokerxo nah, they let French Montana spit trash at will"
7359,3,0,0,3,2,"@thelovemaster ""I'm gonna nip you right in the bud!"""
7364,3,0,0,3,2,@thereal_EMandM I'm off whenever I feel like it. I'm off til Monday. And you put in your two weeks flip them the bird mannn
7366,3,0,0,3,2,@thereal_EMandM texans d/st won't play the redskins again this year...
7367,3,0,1,2,2,@therealduxy @TKFan01 *too pretty...not *to pretty. Jeezus...my redneck education is showing.
7368,3,0,1,2,2,@therealjuicyj @ProjectPatHcp yea ho
7370,3,2,1,0,0,@theshardyrebel #faggot
7374,3,2,1,0,0,@thewagnerer fags***
7380,3,2,1,0,0,@tiffantasticc your dad is genuine happy guy because his kids aren't niggers though &#128532; jimmy is my nigga 5eva
7386,3,0,0,3,2,"@tmundal just because some moist bint lobbed a sword at you, you think you're some la-de-da king?"
7388,3,0,1,2,2,"@toddgunter This, this, this. Pack it up and head to NYC, please. Enjoy being called a hick for a few years, come home humbled. #plans"
7390,3,0,0,3,2,@tonipmusic woahh!! Ahha I remember her from Charlie and the Chocolate Factory! Who do you think killed Lucy? I think it was Abby
7391,3,0,0,3,2,"@tonynolanlive ""There is a special time and place for decaf coffee: never and in the trash."" My family's motto about their java habits. &#9749;&#65039;"
7392,3,3,0,0,0,@tori_mills02 I believe that you fuckin can punk nigga bitch&#128520;&#128170;
7395,3,0,0,3,2,@tracieeeeee wha? me? i'm just waiting for showtime to bring back queer as folk.
7397,3,0,0,3,2,@travistefft I know how you feel....I never thought I'd see the Sox win in my lifetime. Hope you can use Ant's Yankees hook up to see a game
7399,3,0,0,3,2,@treagle05 early bird gets the worm tomcat
7406,3,3,0,0,0,@triple6em96 @Hunglikerobby_ bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line
7412,3,0,0,3,2,@truckpartstores Intended to get pics but didn't have time.. Must be a mud race/event here this weekend.. Is like a redneck convoy out there
7414,3,0,0,3,2,@true_east_ trash what? http://t.co/IUdvnQCkB4
7416,3,3,0,0,0,@truuueee_ that bitch done.. have it to u on Sunday my nigga
7420,3,0,1,2,2,"@tsmith4569 Sorry I missed that, you mean where I live is disgusting or that that muzzies in the UK r disgusting, or both? Have a great Sun."
7426,3,0,0,3,2,@tweebest clam it
7427,3,0,0,3,2,@tweetstar10 Saw that there's a 15&#176; slope to the wire? That enough for a zip-line? #businessopportunity
7432,3,0,0,3,2,"@tyler_wilde As in, ""throw birds with long pointy beaks at you""?"
7433,3,0,0,3,2,"@tyler_wilde CH3BURASHKA sure gets to be a nit-picky Russian monkey/bear thing sometimes, doesn't he?"
7434,3,0,1,2,2,"@tyler_wilde I'm just saying, it's not like you were up against a bird-eating spider or something. Bet @Pseudobread coulda done it"
7436,3,0,1,2,2,@tytytooflyy ima fill ur clam out
7439,3,0,0,3,2,@uk3ba Just learn d dance nuh cuz u know after carnival we like to pick up months old yardie ting LOL
7442,3,3,0,0,0,@urbasicyabish @Mikeaveli fucking faggot
7444,3,0,1,2,2,@urbasicyabish nigor??
7451,3,0,0,3,2,@valerie91097 uhh messi trash . and im flattered but what was the games scorre
7453,3,2,1,0,0,"@valonfox13 not no but hell no, when blk. stop sayin nigger I will, what they can have I can have. this is america"
7457,3,1,0,2,2,@vanessa32m honestly the performers on there red carpet were trash hahahaahahahaha
7459,3,0,0,3,2,@vernon1488 this is my female grand champion Jesse. She heard a bird outside. http://t.co/1OINieeJ9c
7460,3,2,1,0,0,@vernon1488 town . At a movie with friends. I stabbed a nig 3 times and got sent to prison. Justice?
7462,3,0,0,3,2,"@vh1ADENECA @260chocolate @4Sunshinejones1 aye, I respect ya hustle and all but dont tweet me anymore trash ass videos...thank u kindly"
7464,3,2,1,0,0,@vinny2vicious faggot I knew you weren't really my friend.
7471,3,2,1,0,0,@vj44 did I mention you are an ugly cunt? Go back to Iran.
7475,3,0,0,3,2,@walterthecat121 @GalliumRBLX how is it being colored blind?
7476,3,0,1,2,2,@washingtonpost The people who work at those companies tend to be trash.
7478,3,0,0,3,2,"@wbpictures no, i do not wish to spend $40+ to go to a filthy theatre and watch a fuzzy screen with bad sound. #ANNABELLE"
7479,3,3,0,0,0,@wclemons @thejoelberggren @anthonycumia you little fag. At least I will fuck a Woman to have kids. Plus work to support them. Hipster homo
7488,3,2,1,0,0,@white_thunduh my bitch dont want your ugly ass gtfo ol peyton manning lookin ass
7492,3,3,0,0,0,@whiteangelss84 y dont u end us monkeys then? U hate us because were better than crackers &amp; I love it. Deep down u know weve done nothin 2 u
7493,3,0,1,2,2,@whits_20 @AjalaPilgrim Yankee? &#128530;
7494,3,1,0,2,2,"@whits_20 Good read -&gt; RT @WIRED: Why your cat thinks you're a huge, unpredictable ape http://t.co/nzA3zUwugp http://t.co/P8F8Gmkufy"
7497,3,2,1,0,0,@who__CHRISJONES @WhyYouSoShort who is dis crack ass cracker
7500,3,3,0,0,0,@whoswilly white boy talmbout Ight I'll see you tomorrow at school nigger
7501,3,0,1,2,2,@wienerherzog Perfect stock photography for an article about not letting a leprechaun-looking handyman get into your liquor cabinet
7515,3,0,0,3,2,@wodaeeex3 it didnt open das y i asked cus i thought yu ate wat i had Pork chops yellow rice n beans
7528,3,2,1,0,0,@wutkarina Alright fag
7542,3,2,1,0,0,@xLoiterSquadx i made you lunch you fat faggot &#128128;
7545,3,3,0,0,0,@xZimpx @Prophzilla This is Twitter. Not only are you a fag but you're also retarded.
7550,3,0,0,3,2,@xiibyte just watched your video good stuff thought I'd let you in on the new boss boon says old character but will be surprise. It's Argus
7557,3,0,0,3,2,@xtinel @Linda1MMAGC No not at all. It's a slippery slope. Just don't want to lose my right to self defense. 1st its background checks then?
7558,3,0,0,3,2,@xtruthseekerx_ blaxican
7562,3,2,0,1,0,"@yawlknow @HoskinsTy96 ""all of these rednecks and none of them can keep the fire lit"" &#128514;&#128514;"
7567,6,0,0,6,2,@yfly23 mock draft?
7573,3,0,1,2,2,@yobritttany wagon burner! Jk jk you did look pretty Latino here
7578,3,0,1,2,2,@yooperslayer better off banning teabaggers and their anti American supporters
7582,3,2,1,0,0,@young_moniee what's this chinks email? I'm moving to China and slicing his throat
7585,6,1,0,5,2,@youngscooter ghetto gold needa be the first music vid!
7588,3,0,0,3,2,@yungdipIo @Iemonaids like I really want a rafter monkey
7601,3,2,0,1,0,@zeitgeistbabe I hear Bill likes trailer trash like you. @LincRomero7 @JTStover @TheObamaDiary @RebHug @Loriisright
7604,3,0,0,3,2,@zhandlen I love WHITE NOISE and love Delillo. I&#8217;ve resisted reading HOUSE OF LEAVES for years. It mocks me on my shelf.
7610,3,0,0,3,2,@zt0mm lucky monkey
7614,3,0,0,3,2,A GWB appointee. There goes the ACTIVIST JUDGES slant. Oh wait? It's already been exposed as completely farcical. A GWB appointee.
7615,3,0,0,3,2,A MESSAGE FOR ALL OF HUMANITY ~ Charlie Chaplin @mobengalfan @DISL_Automatic @mikehoho http://t.co/itDIRcNt7y
7617,3,0,0,3,2,A Yankee win makes any day better.
7622,3,0,0,3,2,A bird just flew into my window?????? I hope he's okay &#128563;
7638,3,0,1,2,2,A ghetto girl's best bet is to find work at a call center and try to climb that corporate latter.
7643,3,3,0,0,0,"A guy claiming to be Republican called C-Span news and said ""Republicans hate that nigger Obama"" https://t.co/XZe0u7guZM"
7649,3,0,0,3,2,"A homeless dog living in a trash pile gets rescued, and then does something amazing! Please share. http://t.co/SzpStdxmn6 via @youtube"
7653,3,0,0,3,2,"A light, tender yellow butter cake with a classic boiled icing, traditionally made from burnt sugar http://t.co/XPQKTlTNkH"
7663,3,0,0,3,2,A new way to look for aliens: find their trash &#8594; http://t.co/n9CTH1jrda
7671,3,2,1,0,0,A nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at
7676,3,0,1,2,2,A pharaohs nd his angry bird http://t.co/jMC2eR32Ka
7677,3,1,0,2,2,A random am scroll lands me here...RT @HarryRelloFonte Charlie horses durin sex just simply means you didn't drink enough water that day
7680,3,0,0,3,2,A shockingly true tale from the Oreo that almost got devoured. http://t.co/WYIS0LVdsi
7681,3,0,1,2,2,A squad of dyke cholas fear nobody. They worse than the cartel
7683,3,0,0,3,2,A teen was running around Target in monkey pjs screaming OO OO AH AH &amp; the fitting room girls were cackling. Was today designed to annoy me?
7685,3,0,1,2,2,"A white lighter is bad luck, not yellow ur stupid"
7687,3,0,0,3,2,A yellow jacket landed on my mouth and stung me while I was cutting grass..safe to say he won &#128029; http://t.co/caYUcS8O01
7688,3,0,1,2,2,A-Rod said the number #13 he wears on his uniform is for opposing teams to fear him but the fact is A-Rod is a damn cancer to the #Yankees
7694,6,2,1,3,2,"AND #NorthKorea called #Barack a monkey. LOL! 
RT! 
*If the shoe fits! 'Cause it sure looks like he married one! 
http://t.co/F0pGDalfaA&#8221;"
7696,3,0,1,2,2,"ATTN : All Brown University students, the stop and frisk protesters will be systematically dispersed into random U.S. ghettos. Good luck."
7704,3,0,0,3,2,Absolutely absurd that they even had to think about that call. #joke #zebras
7705,3,2,1,0,0,"Accept your flaws and imperfections because that's what makes you, YOU! See I'm a fuck, small dick faggot with parents who don't love me."
7706,3,0,0,3,2,"According to my brothers iPod, its December 1969. If so, I predict that Mickey Mantle of the NY Yankees will announce his retirement March 1"
7707,3,0,0,3,2,Acid yellow http://t.co/hkpOM1iM
7712,3,0,0,3,2,Adam West? RT @share_ps4: LMAO this is trash b http://t.co/TsvuMw92HU
7717,3,0,0,3,2,After Deztinis session we needed this lmao Jk girl good yob lol http://t.co/3spfhBBkVD
7719,3,0,0,3,2,"After Kuroda gave it his all putting up career numbers but getting no run support, the Yankees don't deserve to get into the World Series"
7721,3,0,1,2,2,"After seeing Kansas play Duke a couple weeks ago, I could tell you I'm surprised that Charlie Weis has been let go...but I'm not."
7740,3,0,1,2,2,Ain't no love in the ghetto &#128148;
7748,3,2,1,0,0,Ain't nuttin but a white trash party.
7749,3,2,1,0,0,"Ain't shit like fucking another nigga bitch and askin her ""who pussy is this"" and she say yours lmao no bitch im stealing this pussy lol"
7760,3,3,0,0,0,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans &amp; trailer park trash white girls."
7762,3,2,1,0,0,Al noooo ...... Too late fuckin faggot ! Lmao
7764,3,0,0,3,2,"Alarm set, early bird n all that. Night all xx"
7768,3,0,0,3,2,Alex Smith wears red and yellow now so quit being psycho ex boyfriends and get over him. He's in the past
7769,3,0,1,2,2,Alexa's phone gave us colors and Julia got yellow I'm dying #racistaf
7770,3,0,0,3,2,"Alfredo, Linguini, Pasta.... Just fancily prepared trash"
7775,3,0,1,2,2,All I did was said her weed was trash
7776,3,0,0,3,2,All I ever want is for someone to love me as deeply and devotedly as Charlie Kelly loves the waitress.
7785,3,0,0,3,2,All I want is cheesy bread and brownies &#128523;
7788,3,0,0,3,2,All I wants is to represent da life o da colored man.
7790,3,0,0,3,2,All Okies are trash.
7797,3,2,1,0,0,All da lil bald headed bitches standn outside of kevin gates tryna get in &#128514;&#128514;&#128514;
7798,3,1,0,2,2,All da white folk off twitter yet? Da colored tweet at night while y'all sleep cuz you gotta woyke tomorrow.
7801,3,0,0,3,2,"All good things must come to an end, that's all right get 'em tomorrow #Yankees"
7807,3,0,0,3,2,All my gold is white not yellow.
7814,3,0,1,2,2,All my so whitey bois gone ride
7844,3,0,1,2,2,"All these afternoon groups are trash besides the Bubba, Keegs and Furyk group #TheMemorialTournament"
7866,3,0,0,3,2,"All trash RT @nicekicks: Now that's a lot of stolen shoes...

https://t.co/q0wswXE7Fw"
7878,3,3,0,0,0,All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Don't start no shit won't be no shit. #Israel
7891,3,2,1,0,0,"Almost got to see a white boy get beat around today, but he ran like a bitch."
7892,6,0,0,6,2,Almost half of North American bird species threatened by climate change http://t.co/dWSYB5BodA http://t.co/F0PVuLNf4c #Climate #Environment
7898,3,2,0,1,0,Already more yellows than the last 2 years combined #IndyCar #Honda200
7901,3,2,1,0,0,Alright ya faggots. Lets just stop with all the S/O and R/T. No one gives a fuck on what you think of other people. Probably lying anyways
7905,3,0,0,3,2,"Also, it&#8217;s a hiccup to Jihadi propaganda: they portray themselves as the only ones willing to die for their cause."
7908,3,0,0,3,2,Always thought golden Oreos were the same as original Oreos but oh my god I just climaxed
7912,3,0,1,2,2,Am I the only person that feels disrespected by the bird poop suddenly dropping on your front window:(ewww#annoying
7914,3,0,0,3,2,Am ghetto http://t.co/kgu2SePIQZ
7915,3,0,0,3,2,Am so high that birds and planes are my peers
7920,3,0,0,3,2,Amazing. You know what they say about birds of a feather http://t.co/mefmPB3aW5
7924,3,2,1,0,0,America is white trash and so are all Americans.
7925,3,0,1,2,2,American culture is stuck to the side of the toilet. Graffiti writers in Europe can create better art without any lowlife trash sex jokes.
7927,3,0,1,2,2,Amo hangs http://t.co/h8UQDrjeCb
7934,3,2,1,0,0,And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..
7936,3,2,1,0,0,And I'm definitely top 3 at makin beats in the city but y'all niggers love your trap beats so y'all probably won't admit that
7961,6,0,1,5,2,And it's gotta be some ghetto fool :/
7968,3,0,0,3,2,And now Jihadis bragging about a massive bombing in Sadr city in Baghdad. #Iraq #onslaught
7970,3,0,1,2,2,And of course some rascally #teabagger on the radio is blaming the 19 dead AZ firefighters on #biggovernment. Oy vey. #tcot #p2 #teaparty
7974,3,2,1,0,0,And the Jew @Deuterostomes favorited my tweet though. Lol. Don't have anymore time for this trash.
7981,3,0,0,3,2,And where do you think unsold items from thrift stores go? The garbage. Think of all the great games that are in trash dumps as we speak :(
7988,3,0,0,3,2,Anglo-Saxon Mike Oz
7989,3,2,1,0,0,Ankles &#128128;&#128514;&#8220;@Saina_faal: &#8220;@martian_Mulah: Hood bitches with long weave is the worst thing ever&#8221; weave that be touching their ashy ankles &#128567;&#8221;
7992,3,0,0,3,2,Annoying yelling bint next door has locked herself out.
7996,3,0,0,3,2,"Another major development in the Jihadi circles: Al Maqdisi, hardcore jihadi theorist asks specifically for relief &amp; aid workers&#8217; release"
7998,3,0,0,3,2,Another season of retweeting every one of @nikaaaa3 's Yankee tweets! &#128514;&#128514;&#128514;&#128514;
8007,3,0,0,3,2,"Any solution to ZOG which doesn't deal with demographics - only laws - is no solution.
#NorthwestImperative
http://t.co/Vhy5s2apCn"
8010,3,0,0,3,2,Anyone want some absolutely amazing and deliciously fresh perfect monkey bread? &#128586;&#128584;
8012,3,3,0,0,0,Anyone who came to the US as an indentured servant is white trash.
8014,6,3,1,2,0,Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115
8016,3,0,0,3,2,"Apolonia Gardner of Imperial, CA misspells ""phalarope"" - a bird that resembles a sandpiper. The dreaded schwa! #spellingbee"
8017,3,0,0,3,2,"Apparently I got chunky for my bday. Worse bday present ever. Lol. 
#diettime"
8018,3,0,1,2,2,Apparently im a honky. Pfft. Like that's a bad thing.
8021,3,0,0,3,2,Apple need to add some colored emoji
8023,3,0,0,3,2,Appropriately this guy wears the WV yellow Rick James on his face. @BarkingCarnival http://t.co/SGb9rYvdmb
8025,3,0,0,3,2,Are poor little guinea pig died :(
8028,3,0,0,3,2,"Are you tired of the ""mock drafts""? Let's just do this: If Clowney is not the 1st pick, who thinks Round 1 becomes ""chaos""? #ShowOfHands"
8029,3,1,0,2,2,Aren't these little border jumpers supposed to be in school
8033,3,0,0,3,2,Arroz con pollo
8035,3,0,1,2,2,"As Chanice say that, I realize the coons move from drinking Moet to Belaire. All yuh feel all yuh so fancy with all yuh $30 champagne eh"
8040,3,2,0,1,0,As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it's gonna be a&#8230; http://t.co/JcYZzMKCfu
